card_name,cost,civilization,card_type,race,power,rarity,card_set,coll_num,card_text
"Paper Para Benkei, JK Helmet",3,nature,Cross Gear,samurai,,u,dm-29,35/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ Whenever the crossed creature attacks, play Rock-Paper-Scissors with your opponent. If you win, you may put a Samurai that costs the same as or less than the number of cards in your mana zone from your mana zone into the battle zone.
■ If your opponent throws ""scissors"" during Rock-Paper-Scissors, put the top card of your deck into your mana zone."
"Pure White, Thunder Beast",3,light,Creature,shine_monster,4500,c,dm-29,36/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ Shield Force (As you put this creature, you may choose one of your shields. While that shield is in your shield zone, this creature gets the following shield force ability.)
  Each of your creatures in the battle zone gets the Knight race.
"
"Hayabusamaru, Lightfang Ninja",3,light,Creature,guardian/shinobi,3000,c,dm-29,37/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature, one of your creatures gets ""blocker"" until the start of your next turn. (You may tap a creature that has ""blocker to change your opponent's creature attack target to that creature.)"
"La Tayu, the Oracle",3,light,Creature,light_bringer,3000,c,dm-29,38/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ Whenever this creature blocks, choose one of your opponent's creatures in the battle zone and tap it."
Vacuum Ray,2,light,Spell,,,c,dm-29,39/55,"■ Choose one of your opponent's creatures in the battle zone and tap it.
■ At the end of the turn, untap one of your creatures in the battle zone."
Reactive Crawler,5,water,Creature,earth_eater,4000,c,dm-29,40/55,"■ Whenever another creatures is put into the battle zone, this creature gets ""blocker"" until the end of the turn."
Deepsea Babirodem,4,water,Creature,blue_monster,4000,c,dm-29,41/55,"■ Shield Plus—Whenever this creature attacks your opponent and isn't blocked, you may add the top card of your deck under one of your shields face down. (Each card stack is considered to be one shield.)"
Tensai Janit of the Hidden Blade,3,water,Creature,cyber_lord/shinobi,1000,c,dm-29,42/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, you may choose another creature in the battle zone that costs 3 or less and return it to its owner's hand."
Genius Disaster,3,water,Spell,,,c,dm-29,43/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Your opponent chooses one of their untapped creatures and returns it to their hand."
Big Wave Man,4,darkness,Creature,hedrian,4000,c,dm-29,44/55,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose one of your opponent's creatures. That creature attacks next turn if able."
"Darkwind Dragoon, Darkfang Ninja",3,darkness,Creature,tyranno_drake/shinobi,2000,c,dm-29,45/55,"■ Ninja Strike 2 (Whenever one of your opponent's creatures attacks or blocks, if you have 2 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, one of your creatures in the battle zone gets ""slayer"" until the end of the turn."
"Don Kinoff, Mystic Light Doll",3,light,Creature,death_puppet/knight,2000,c,dm-29,46/55,"■ When you put this creature into the battle zone, you may have the next spell you cast during this turn cost up to 3 less. It can't cost less than 1."
Magic Shot - Bullet Vice,4,darkness,Spell,knight,,c,dm-29,47/55,"{knight_magic} Your opponent chooses a card from their hand and discards it.
■ Knight Magic (If you have a Knight in the battle zone, you may use this spell's Knight Magic ability once more.)"
"White, Blastflame Crimson Lord",5,fire,Creature,flame_monster/samurai,5000,c,dm-29,48/55,"■ Each of your Samurai creatures get ""speed attacker"". (A creature that has ""speed attacker"" doesn't get summoning sickness"".)"
"Fuuta Dragoon, the Untamed Flame",4,fire,Creature,tyranno_drake/shinobi,3000,c,dm-29,49/55,"■ Whenever one of your Shinobi in the battle zone would be put on the bottom of your deck, you may put a card in your mana zone into your graveyard instead."
Ninja Typhoon,2,fire,Spell,,,c,dm-29,50/55,■ Count the number of cards in your hand and put them on the bottom of your deck in any order. Then draw cards equal to that number plus one.
Boiling Blade - Dual Stinger,2,fire,Cross Gear,samurai,,c,dm-29,51/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ Whenever the crossed creature attacks, destroy one of your opponent's creatures that has ""blocker""."
Javier Nature,6,nature,Creature,emerald_monster,4000,c,dm-29,51/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)"
Unkai Giant,4,nature,Creature,gianto/shinobi,1000,c,dm-29,53/55,"■ When you put this creature into the battle zone, search your deck. You may choose up to 3 Shinobi from your deck and show them to your opponent. Put one of those into your hand without showing your opponent and shuffle the rest into your deck."
"Munemitsu, Poetic Ronin",3,nature,Creature,dreammate/samurai,3000,c,dm-29,54/55,"■ Accelerator (While this creature is crossed with a cross gear, this creature gets the following accelerator ability.)
  This creature gets +2000 power.
"
"Yuunagi, Hidden Earth Faerie",2,nature,Creature,snow_faerie/shinobi,2000,c,dm-29,55/55,"■ Whenever your other Shinobi would leave the battle zone, you may put them into your mana zone instead."
"Black Lucifer, Sorcerer of Darkness",6,darkness,Creature,demon_command,6000,nr,dm-29,1D/3D,"■ When you put this creature, put the top 5 cards of your deck into your graveyard.
■ This creature gets +1000 power for each Demon Command in your graveyard.
■ Double breaker
■ When this creature would be destroyed, you may return a Demon Command evolution creature from your graveyard to your hand instead."
"Heavy, Dragon God",5,darkness,Creature,god/zombie_dragon,5000,nr,dm-29,2D/3D,"■ When you put this creature, you may destroy one of your creatures. If you do, draw a card and your opponent chooses one of their creatures and destroys it.
■ God Link (Metal, Dragon God) or (Death, Destruction God) Left Side (If you have the specified God in the battle zone, you may link it to this card. The linked God has the characteristics of each God (power and abilities) and becomes one creature. When it would leave the battle zone, choose either card.)
■ While this creature is linked, your opponent's creatures must attack this creature if able."
"Metal, Dragon God",7,fire,Creature,god/armored_dragon,7000,nr,dm-29,3D/3D,"■ Double breaker
■ When you put this creature, you may choose one of your opponent's cross gear or a card in your opponent's mana zone and put in its owner's graveyard.
■ God Link (Heavy, Dragon God) or (Death, Destruction God) Right Side
■ While this creature is linked, it has ""triple breaker"".
■ If this creature is linked with Death, Destruction God, and Heavy, Dragon God, when Death, Destruction God leaves the battle zone you may link this creature to Heavy, Dragon God."
"Gabriella, Holy Princess",7,light,Creature,angel_command/mecha_del_sol,7000,sr,dm-30,S1/S5,"■ Gravity Zero: If you have no shields and no other Gabriella, Holy Princess in the battle zone, you may summon this creature for no cost.
■ Double breaker
■ When your opponent would win the game by attacking with one of their creatures, you may destroy this creature instead. If you do, your opponent doesn't win the game, and your opponent's creatures can't attack this turn. At the end of your next turn, you lose the game."
"Change the World, Blue Divine Dragon",7,water,Creature,poseidia_dragon,6000,sr,dm-30,S2/S5,"■ When you put this creature into the battle zone, discard your hand, then put all your shields into your hand. (You can't use the ""shield trigger"" abilities of those shields.) Then for each card you discarded, put the top card of your deck to your shields face down.
■ Double breaker"
Supernova DEATH Dragerion,8,darkness,Evolution Creature,zombie_dragon/phoenix,11000,sr,dm-30,S3/S5,"■ Mana Galaxy Vortex evolution—Choose 3 darkness creatures in your mana zone and put this creature into the battle zone on top of those creatures.
■ Meteorburn—Whenever this creature attacks, you may put up to 3 cards under this creature into your graveyard. If you do, all creatures in the battle zone get -3000 power for each card put into your graveyard in this way until the end of the turn. (A creature that has power 0 or less is destroyed.)
■ Double breaker"
"Balzark, Sword Flash Fortress",5,fire,Castle,,,sr,dm-30,S4/S5,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ All your creatures in the battle zone break twice as many shields.
■ If the fortified shield isn't fortified by any other castles, whenever the fortified shield would be broken by your opponent's creatures, you may return one of your other shields to your hand instead."
"Halsa, the Great Enigma",5,nature,Evolution Creature,gianto/samurai,9000,sr,dm-30,S5/S5,"■ Evolution—Put on one of your Samurai.
■ Samurai Generation (When you put this creature, you may generate a cross gear from your hand for no cost.)
■ Accelerator (While this creature is crossed with a cross gear, this creature gets the following accelerator ability.)
  Whenever this creature attacks, you may choose one of your opponent's creatures in the battle zone and put it into its owner's mana zone.

■ Double breaker"
"Silver Glory, Invincible Fortress",6,light,Castle,,,vr,dm-30,1/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Your creatures win all battles.
■ If the fortified shield isn't fortified by any other castles, whenever the fortified shield would be broken by your opponent's creatures, you may return one of your other shields to your hand instead."
Ice Lance - Paladin Spear,3,water,Cross Gear,samurai,,vr,dm-30,2/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ Whenever the crossed creature attacks, return all creatures in the battle zone that have ""blocker"" to their owners' hands."
"Zarfeld the 2nd, Dark Knight",5,darkness,Evolution Creature,demon_command/parasite_worm/knight,7000,vr,dm-30,3/55,"■ Evolution—Put on one of your Knight creatures.
■ Whenever you cast a spell during your turn, choose a spell in your hand that costs less than that spell and you may cast the chosen spell for no cost.
■ Double breaker (This creature breaks 2 shields.)"
"Valkyrias Musashi, Ultimate Battle Dragon",6,fire,Evolution Creature,armored_dragon/human/samurai,11000,vr,dm-30,4/55,"■ Vortex evolution—Put on 2 of your Samurai.
■ When you put this creature into the battle zone, you may put up to 2 non-evolution Samurai creatures from your hand into the battle zone. Those creatures get ""speed attacker"". At the end of the turn, destroy those creatures.
■ Double breaker"
Terradragon Bagnaborne,7,nature,Creature,earth_dragon,9000,vr,dm-30,5/55,"■ Whenever this creature attacks, you may put a creature that has power 3000 or less from your mana zone into the battle zone.
■ Double breaker (This creature breaks 2 shields.)"
"Shabada Badou, JK Holy Nova",6,light,Evolution Creature,phoenix,12000,r,dm-30,6/55,"■ Galaxy Vortex evolution—Put on top of 3 of your creatures.
■ At the start of your turn, play Rock-Paper-Scissors with your opponent until you lose. If you win 5 or more times consecutively, search your deck. You may take any number of non-evolution creatures from your deck and put them into the battle zone. Then you may put any number of cards from your deck into your hand. Then shuffle your deck.
■ Triple breaker (This creature breaks 3 shields.)"
"Elizabeth, Thunder Dragon Princess",5,light,Creature,apollonia_dragon/mecha_del_sol/knight,5000,r,dm-30,7/55,"■ All spells put into your hand from your shield zone get ""shield trigger""."
"Pure Thunder, Spirit Beast",5,light,Creature,shine_monster/samurai,3000,r,dm-30,8/55,"■ When you put this creature into the battle zone, reveal the top 5 cards of your deck. Put a cross gear from among them into the battle zone, and the rest on the bottom of your deck in any order."
"Emperor Kinta, Battle Artiste",4,water,Evolution Creature,cyber_lord/samurai,6000,r,dm-30,9/55,"■ Evolution—Put on one of your Samurai.
■ Whenever your opponent casts a spell you may untap this creature.
■ Double breaker"
Cherenko,2,water,Creature,cyber_lord,1000,r,dm-30,10/55,"■ Shield Plus—When you put this creature into the battle zone, you may add the top card of your deck under one of your shields face down. (Each card stack is still considered to be one shield.)
■ When you use this creature's ""Shield Plus"" ability, look at that shield and put a card from that stack on the top of your deck."
Xanatic X,5,water,Spell,,,r,dm-30,11/55,■ Choose 2 creatures in the battle zone and tap them. Those creatures battle.
"Black Shadow, Darkfang Ninja",3,darkness,Creature,ghost/shinobi,1000,r,dm-30,12/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature, your opponent chooses a card in their hand and discards it."
Chain of Grief,3,darkness,Spell,,,r,dm-30,13/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has the same name as a card in their graveyard."
Shadow Warrior - Soul Bringer,3,darkness,Cross Gear,samurai,,r,dm-30,14/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +2000 power.
■ Whenever the crossed creature would be destroyed, you may destroy one of your other creatures instead."
"Balzark ""Fire Blast"" Dragon",6,fire,Creature,armored_dragon/samurai,4000,r,dm-30,15/55,"■ Shield Saver (When one of your shields would be broken, you may destroy this creature instead.)
■ Power attacker +2000
■ When this creature is destroyed, choose any number of your opponent's creatures that have total power 4000 power or less and destroy them."
Balrun Shizou,5,fire,Creature,fire_bird/samurai,3000,r,dm-30,16/55,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Destroy this creature. Then search your deck for a Bolbalzak ""Sword Flash"" Dragon and put it into the battle zone. Then shuffle your deck."
Softknuckle Dragoon,2,fire,Creature,tyranno_drake,3000,r,dm-30,17/55,"■ When this creature is attacked by your opponent's creatures, destroy this creature."
"Pony Nature, Forest Beast Faerie",7,nature,Creature,snow_faerie/emerald_monster,6000,r,dm-30,18/55,"■ When you put this creature into the battle zone, your opponent chooses a non-castle card in your shield zone. Look at that card and if it's a non-evolution creature, you may put it into the battle zone.
■ Double breaker"
No Dandy Leekio,4,nature,Creature,wild_veggies,3000,r,dm-30,19/55,"■ When you put this creature into the battle zone, you may put a card from your mana zone on top of your deck. If you do, you may put a card from your graveyard into your mana zone."
Hustle Castle,5,nature,Castle,,,r,dm-30,20/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Whenever you put a creature into the battle zone, you may draw a card.
■ If the fortified shield isn't fortified by any other castles, whenever the fortified shield would be broken by your opponent's creatures, you may return one of your other shields to your hand instead."
"Sir Navaal, Thunder Mecha Knight",3,light,Creature,machine_hero/knight,3000,u,dm-30,21/55,"■ When you put this creature into the battle zone, you may return a spell from your mana zone to your hand."
"Raiden, Lightfang Ninja",3,light,Creature,arc_seraphim/shinobi,1000,u,dm-30,22/55,"■ Ninja Strike 1 (Whenever one of your opponent's creatures attacks or blocks, if you have 1 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature, choose one of your opponent's creatures in the battle zone and tap it."
Saint Castle,2,light,Castle,,,u,dm-30,23/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Each of your creatures in the battle zone gets +1000 power and ""blocker""."
Deepsea Mammoth,4,water,Creature,blue_monster,6000,u,dm-30,24/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
Force Reloaded,1,water,Spell,,,u,dm-30,25/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Return one of your creatures in the battle zone that has ""Shield Force"" to your hand. Then you may put that creature into the battle zone."
Submarine Fortress Lair,1,water,Castle,,,u,dm-30,26/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ At the start of your turn, your opponent may draw a card. Then you may draw a card. Then if you have a Cyber Lord, you may draw a card and put a card from your hand on the bottom of your deck."
"Death Romanov the 5th, Demonic Eye General",7,darkness,Creature,zombie_dragon/dark_lord/knight,7000,u,dm-30,27/55,"■ When you put this creature into the battle zone, put any number of darkness creatures from your hand into your mana zone. Then return a spell from your mana zone to your hand for each creature you put in your mana zone. You may cast one of the returned spells that has ""Knight Magic"" for no cost.
■ Double breaker"
"Dark Sanji, Darkfang Ninja",5,darkness,Creature,dark_monster/shinobi,2000,u,dm-30,28/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, choose one of your opponent's creatures in the battle zone. That creature gets -2000 power until the end of the turn. (A creature that has power 0 or less is destroyed.)"
Rose Castle,3,darkness,Castle,,,u,dm-30,29/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Each of your opponent's creatures in the battle zone gets -1000 power. (A creature that has power 0 or less is destroyed.)"
"Crow Todoroki, Relentless Swordsman",2,fire,Evolution Creature,human/samurai,5000,u,dm-30,30/55,"■ Evolution—Put on one of your Samurai creatures.
■ While this creature is tapped, all your crossed creatures break an additional shield."
"Jack Raidou, Battle Dragon",5,fire,Creature,armored_dragon/tyranno_drake/samurai,5000,u,dm-30,31/55,"■ When you put this creature into the battle zone, search your deck. You may take an evolution creature that has the same race as this creature from your deck, show that evolution creature to your opponent, and put it into your hand. Then shuffle your deck."
Super Shachihoko Castle,3,fire,Castle,,,u,dm-30,32/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Whenever an opponent's creature attacks, destroy all creatures that have power 2000 or less."
"Ganbarat, Martial Artist of the Forest",1,nature,Creature,dreammate,5000,u,dm-30,33/55,■ This creature can only attack after one of your creatures has won a battle this turn.
Flash Gear - Lightning Helmet,3,nature,Cross Gear,samurai,,u,dm-30,34/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +3000 power.
■ When a cross gear is crossed with a Samurai creature you may put this card from your mana zone into the battle zone. If you do, you may cross this card with a Samurai creature for no cost."
"Dalmandy, Snow Fortress",3,nature,Castle,,,u,dm-30,35/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Each of your creatures in the battle zone gets +3000 power."
"Brunhilde, Ghost Knight",2,light,Evolution Creature,rainbow_phantom/knight,5000,c,dm-30,36/55,"■ Evolution—Put on one of your Knight creatures.
■ Whenever you cast a spell, you may choose one of your opponent's creatures in the battle zone and tap it."
"Reesa, Infinity Elemental",5,light,Creature,angel_command,4500,c,dm-30,37/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ Whenever this creature wins a battle, you may untap this creature after the battle."
"Lord Silver, Thunder Mecha King",2,light,Creature,great_mecha_king/knight,1500,c,dm-30,38/55,"■ Shield Saver (When one of your shields would be broken, you may destroy this creature instead.)"
Spark Sunshine,2,light,Spell,,,c,dm-30,39/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Tap all creatures in the battle zone that cost 3 or less."
"Lord Fuuma Guliermo, Ice Fang",4,water,Creature,grand_devil/knight,3000,c,dm-30,40/55,"■ When this creature would be destroyed, you may discard a spell from your hand instead."
Aqua Anchor,4,water,Creature,liquid_people,2000,c,dm-30,41/55,"■ Whenever an opponent's creature attacks, you may draw a card. If you do, discard a card."
Kaidou Crawler of the Hidden Blade,3,water,Creature,earth_eater/shinobi,3000,c,dm-30,42/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ Shield Saver (When one of your shields would be broken, you may destroy this creature instead.)"
"Medetine, New Year Electro-knight",1,water,Creature,great_mecha_king,2000,c,dm-30,43/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
"Sir Virginia, Mystic Light Insect",5,darkness,Creature,parasite_worm/knight,3000,c,dm-30,44/55,"■ When you put this creature, return a creature from your graveyard to your hand. If that creature is an evolution creature that has the same race as this creature, you may put that creature into the battle zone for no cost."
"Rose Avacoom, Prince of the Demonic Eye",4,darkness,Creature,dark_lord/knight,3000,c,dm-30,45/55,"■ Shield Saver (When one of your shields would be broken, you may destroy this creature instead.)"
"Kodamanma, All-Devouring Doll",2,darkness,Creature,death_puppet,2000,c,dm-30,46/55,"■ When you put this creature into the battle zone, return one of your shields to your hand. You can't use the ""shield trigger"" ability of that shield."
"Drum Treble, of the Mystic Light",2,darkness,Creature,gargoyle/knight,1000,c,dm-30,47/55,"{knight_magic} our ""Knight Magic"" spells cost 1 less to cast. They can't cost less than 1."
Magma Chopster,5,fire,Creature,big_muscle,5000,c,dm-30,48/55,"■ When you put this creature into the battle zone, this turn, one of your creatures in the battle zone gets ""Power attacker +3000""."
"Izayoi, Raging Crimson Lord",5,fire,Creature,flame_monster/samurai,2000,c,dm-30,49/55,"■ When this creature is destroyed, search your deck. You may take a cross gear from it and put it into the battle zone. Then shuffle your deck."
Phantom Beast Flame Dance,2,fire,Spell,,,c,dm-30,50/55,"■ Whenever one of your creatures is blocked this turn, that creature gets +4000 power until the end of the turn."
Magic Shot - Explosive Strike,2,fire,Spell,knight,,c,dm-30,51/55,"{knight_magic} One of your creatures in the battle zone gets +3000 power and ""double breaker"" until the end of the turn.
■ Knight Magic (If you have a Knight in the battle zone, you may use this spell's Knight Magic ability once more.)"
"Senpoon, Invoked by the Hidden Earth",5,nature,Creature,wonder_trick/shinobi,5000,c,dm-30,52/55,"■ Ninja Strike 5 (Whenever one of your opponent's creatures attacks or blocks, if you have 5 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, one of your creatures in the battle zone gets +5000 power until the end of the turn."
"Bucket Bucket, Chopping Snow Faerie",5,nature,Creature,snow_faerie/samurai,1000,c,dm-30,53/55,"■ Shield Saver (When one of your shields would be broken, you may destroy this creature instead.)
■ When this creature is destroyed, choose one of your opponent's creatures in the battle zone and put it into its owner's mana zone."
Hijikata Giant,3,nature,Creature,gianto/samurai,5000,c,dm-30,54/55,■ This creature can't attack players unless it's crossed with a cross gear.
Rondo of the Beasts,1,nature,Spell,,,c,dm-30,55/55,"■ One of your creatures in the battle zone gets +2000 power until the end of the turn. When that creature wins its first battle this turn, you may untap it."
"El Levain, Lord of Spirits",5,light,Evolution Creature,angel_command,9500,sr,dm-31,S1/S5,"■ Evolution—Put on one of your Angel Commands.
■ Shield Force (As you put this creature, you may choose one of your shields. While that shield is in your shield zone, this creature gets the following shield force ability.)
  Non-light creatures cost 4 more to summon.

■ For each castle in your shield zone, your creatures may each cost 1 less to summon. They can't cost less than 1.
■ Double breaker (This creature breaks 2 shields.)"
Galaxy Blade - THE FINAL,10,darkness,Cross Gear,samurai,,sr,dm-31,S2/S5,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +12000 power.
■ Whenever the crossed creature attacks, until the end of the attack, that creature may get ""Galaxy breaker"" (A creature that has Galaxy breaker breaks all your opponent's shields. After the attack, break all your shields.)"
Saigou Giant,9,nature,Creature,gianto/samurai,13000,sr,dm-31,S3/S5,"■ Your Giants must be blocked if able.
■ Whenever one of your Giants wins a battle during your turn, break one of your opponent's shields.
■ Triple breaker (This creature breaks 3 shields.)"
"Shiden Galaxy, Super Champ",5,light/fire,Evolution Creature,angel_command/armored_dragon/samurai,15000,sr,dm-31,S4/S5,"■ (This creature is put into your mana zone tapped.)
■ Vortex evolution: Put on top of 2 of your Angel Commands and/or Dragons.
■ Triple breaker
■ Meteorburn—Whenever this creature attacks for the first time this turn, you may put up to 2 cards under this creature into your graveyard. If you put a Dragon into your graveyard this way, untap this creature. If you put an Angel Command into your graveyard this way, when this creature would be destroyed this turn, it stays in the battle zone instead."
"Greatest Caesar, the Dark Kaiser",6,darkness/fire,Evolution Creature,armored_dragon/zombie_dragon/knight,13000,sr,dm-31,S5/S5,"■ (This creature is put into your mana zone tapped.)
■ Vortex evolution—Put on 2 of your Dragons and/or Knights.
■ Whenever this creature attacks, you may cast any number of fire or darkness spells from your graveyard that have total cost 7 or less. Then put those spells on the bottom of your deck in any order.
■ Triple breaker"
"Spell Gear Phantom, Blue Wolf",5,water,Creature,poseidia_dragon/knight/samurai,5000,vr,dm-31,1/55,"■ Whenever this creature attacks, reveal the top 3 cards of your deck. If there is a spell from among them, you may return one of your opponent's creatures in the battle zone to its owner's hand, then you may add one of the revealed spells to your hand. If there is a cross gear among them, you may return a card in your opponent's mana zone to its owner's hand, then you may add one of the revealed cross gear to your hand. Then put the rest of on the top of your deck in any order."
Galaxy Shot - HELL,10,fire,Spell,knight,,vr,dm-31,2/55,"■ Choose any number of your opponent's creatures that have total power 9000 or less and destroy them. Then for each creature destroyed in this way, choose one of your opponent's shields and put it into its owner's graveyard."
"King Surprise, Heavenly Sea Elemental",7,light/water,Creature,angel_command/leviathan/knight,6000,vr,dm-31,3/55,"■ (This creature is put into your mana zone tapped.)
■ Knightly Generation (When you put this creature into the battle zone, you may cast a spell in your hand that has ""Knight Magic"" for no cost.)
■ Double breaker (This creature breaks 2 shields.)"
Flowing Fang - Shishimai Dosfang,5,water/nature,Cross Gear,samurai,,vr,dm-31,4/55,"■ (This cross gear is put into your mana zone tapped)
■ Cross Gear
■ The crossed creature gets +6000 power and breaks an additional shield.
■ When the crossed creature would be destroyed, you may return it to your hand instead.
■ Samurai Magic (When you generate this card and you have a Samurai creature in the battle zone, search your deck. You may put a Flowing Gear - Dancing Twin Lion Fangs from it into the battle zone for no cost. Then shuffle your deck.)"
"Master of Destiny, the Spirit Wolf Phoenix",7,darkness/nature,Evolution Creature,phoenix/knight/samurai,12000,vr,dm-31,5/55,"■ (This creature is put into your mana zone tapped.)
■ Vortex evolution—Put on one of your Samurai creatures and one of your Knight creatures.
■ Whenever this creature attacks, you may cast a spell that has ""Shield trigger"" from your mana zone for no cost. Then you may put a cross gear from your mana zone into the battle zone.
■ Triple breaker (This creature breaks 3 shields.)"
Pure Zaru,5,light,Creature,shine_monster/samurai,5000,r,dm-31,6/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ When you put this creature into the battle zone, you may cross one of your cross gear in the battle zone to this creature for no cost.
■ When this creature is added to your hand from the shield zone, if you have a cross gear in the battle zone this creature gets ""Shield trigger""."
"Seimei, Yin-Yang Enforcer",4,light,Creature,berserker/samurai,3500,r,dm-31,7/55,"■ Whenever your opponent would choose a creature in the battle zone, they can't choose this one. (It can still be attacked or blocked.)
■ Your opponent can't return spells from their graveyard to their hand."
Heavenly Fan - Fanatic Fanwaver,2,light,Cross Gear,samurai,,r,dm-31,8/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets ""blocker"".
■ The crossed creature untaps at the end of each of your turns."
"Legendary Vanguard, the Ice Fang",5,water,Evolution Creature,leviathan/knight,11000,r,dm-31,9/55,"■ Evolution—Put on one of your Knight creatures.
■ Whenever this creature attacks, if you have 3 or more spells in your graveyard, you may draw a card.
■ Double breaker (This creature breaks 2 shields.)"
